Value,Time Span,Rate of Change
"2,421.95",16:04:40,-34.10 ((-1.39%)),2025-04-04 16:04:56
"2,421.95",16:05:24,-34.10 ((-1.39%)),2025-04-04 16:05:37
"2,421.55",16:06:08,-34.50 ((-1.40%)),2025-04-04 16:06:18
"2,421.90",16:04:57,-34.15 ((-1.39%)),2025-04-04 16:06:59
"2,421.55",16:06:08,-34.50 ((-1.40%)),2025-04-04 16:07:48
"2,421.85",16:07:08,-34.20 ((-1.39%)),2025-04-04 16:09:00
"2,424.30",16:09:47,-31.75 ((-1.29%)),2025-04-04 16:09:50
"2,424.10",16:10:31,-31.95 ((-1.30%)),2025-04-04 16:11:02
"2,424.10",16:10:31,-31.95 ((-1.30%)),2025-04-04 16:11:47
"2,424.25",16:12:31,-31.80 ((-1.29%)),2025-04-04 16:12:38
"2,422.90",16:13:04,-33.15 ((-1.35%)),2025-04-04 16:13:34
"2,422.00",16:14:32,-34.05 ((-1.39%)),2025-04-04 16:14:34
"2,422.90",16:13:04,-33.15 ((-1.35%)),2025-04-04 16:15:22
"2,422.40",16:15:54,-33.65 ((-1.37%)),2025-04-04 16:16:13
"2,423.60",16:17:00,-32.45 ((-1.32%)),2025-04-04 16:17:00
"2,422.90",16:18:49,-33.15 ((-1.35%)),2025-04-04 16:18:59
"2,423.10",16:19:44,-32.95 ((-1.34%)),2025-04-04 16:19:46
"2,422.60",16:21:06,-33.45 ((-1.36%)),2025-04-04 16:21:50
"2,407.20",17:06:07,-48.85 ((-1.99%)),2025-04-04 17:06:10
"2,407.40",17:06:40,-48.65 ((-1.98%)),2025-04-04 17:06:55
"2,408.90",17:07:35,-47.15 ((-1.92%)),2025-04-04 17:07:43
"2,405.75",17:08:57,-50.30 ((-2.05%)),2025-04-04 17:09:25
"2,402.50",17:10:47,-53.55 ((-2.18%)),2025-04-04 17:10:48
"2,403.50",17:10:58,-52.55 ((-2.14%)),2025-04-04 17:11:05
"2,404.75",17:11:20,-51.30 ((-2.09%)),2025-04-04 17:11:24
"2,403.75",17:11:42,-52.30 ((-2.13%)),2025-04-04 17:11:43
"2,403.45",17:12:20,-52.60 ((-2.14%)),2025-04-04 17:12:25
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:09:17
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:09:59
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:10:44
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:11:26
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:12:09
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:12:51
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:13:33
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:14:14
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:14:59
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:15:42
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:16:23
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:17:03
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:17:45
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:18:37
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 08:19:29
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 22:34:49
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 22:37:14
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-05 22:38:02
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:14:53
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:15:51
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:16:45
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:17:29
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:17:58
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:18:48
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:20:01
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:20:58
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:21:29
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:22:49
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:23:43
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:24:34
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:25:34
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:27:22
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:28:11
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:28:59
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:30:10
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:30:52
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:31:44
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:32:27
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:33:09
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:33:52
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:34:35
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:35:36
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:36:20
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:37:30
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:37:52
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:38:45
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:39:13
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:39:55
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:40:41
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:41:24
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:42:20
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:43:09
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:43:57
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:44:42
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:45:25
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:46:11
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:46:57
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:47:42
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:48:03
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:48:46
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:49:29
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:50:17
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:51:09
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:51:55
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:52:14
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:53:01
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:53:49
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:54:32
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:55:42
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:56:25
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:57:08
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:57:26
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:58:10
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:58:54
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 12:59:42
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:00:27
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:01:12
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:02:00
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:02:49
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:03:38
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:04:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:05:02
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:05:57
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:21:32
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:21:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:22:31
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:23:11
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:23:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:24:07
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:24:48
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:25:26
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:26:07
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:26:48
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:27:27
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:28:09
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:28:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:29:31
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:30:12
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:30:55
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:31:37
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:32:17
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:32:57
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:33:37
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:34:18
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:34:34
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:35:17
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:35:58
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:36:38
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:37:20
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:38:00
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:38:41
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:39:21
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:40:02
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:40:42
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:41:23
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:42:03
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:42:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:43:01
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:43:42
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:44:23
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:45:06
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:45:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:47:43
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:48:00
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:48:40
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:49:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:49:39
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:50:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:50:35
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:51:16
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:51:57
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:52:38
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:53:18
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:53:58
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:54:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:54:36
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:55:17
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:55:57
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:56:39
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:57:20
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:58:02
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:58:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:58:59
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 13:59:42
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:00:23
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:00:40
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:01:22
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:01:39
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:02:18
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:02:36
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:03:18
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:03:58
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:04:39
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:05:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:05:59
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:07:51
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:08:31
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:08:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:09:30
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:10:10
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:10:51
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:11:07
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:11:47
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:12:02
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:12:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:12:34
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:12:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:13:06
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:13:45
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:14:03
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:14:18
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:14:59
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:15:15
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:15:30
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:15:46
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:16:02
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:16:17
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:16:56
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:17:38
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:17:53
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:18:09
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:18:48
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:19:05
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:19:21
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:19:36
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:19:52
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:20:08
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:20:23
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:20:39
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:20:55
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:21:12
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:21:29
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:21:44
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:22:00
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:22:16
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:22:32
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:22:48
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:23:03
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:23:19
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:23:34
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:23:51
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:24:07
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:24:46
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:25:26
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:25:43
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:25:58
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:26:37
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:26:54
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:27:10
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:27:27
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:27:43
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:27:58
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:28:14
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:28:29
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:28:44
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:29:23
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:30:03
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:30:17
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:30:56
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:31:12
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:31:29
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:31:45
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:32:01
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:32:17
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:32:32
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:32:48
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:33:04
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:33:20
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:33:36
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:34:15
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:34:30
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:35:09
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:35:24
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:36:04
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:36:44
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:37:02
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:37:18
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:37:35
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:37:52
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:38:33
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:38:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:39:31
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:40:10
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:40:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:41:30
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:41:47
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:42:28
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:43:08
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:43:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:44:33
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:45:14
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:45:55
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:46:35
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:47:15
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:47:32
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:48:13
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:48:54
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:49:35
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:50:16
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:50:57
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:52:25
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:55:04
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:55:45
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 14:56:48
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 15:51:09
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 15:51:50
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 15:52:33
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 15:53:13
"2,378.05",04/04,-78.00 ((-3.18%)),2025-04-06 15:53:28
"2,350.95",21:47:10,-28.60 ((-1.20%)),2025-04-08 21:48:06
"2,350.95",21:47:10,-28.60 ((-1.20%)),2025-04-08 21:48:24
"2,350.95",21:47:10,-28.60 ((-1.20%)),2025-04-08 21:48:47
"2,349.40",21:48:15,-30.15 ((-1.27%)),2025-04-08 21:49:09
"2,349.40",21:48:15,-30.15 ((-1.27%)),2025-04-08 21:49:28
"2,349.40",21:48:15,-30.15 ((-1.27%)),2025-04-08 21:49:46
"2,349.10",21:49:16,-30.45 ((-1.28%)),2025-04-08 21:50:27
"2,349.10",21:49:16,-30.45 ((-1.28%)),2025-04-08 21:50:44
"2,349.75",21:51:21,-29.80 ((-1.25%)),2025-04-08 21:51:25
"2,349.55",21:50:43,-30.00 ((-1.26%)),2025-04-08 21:51:42
"2,349.55",21:50:43,-30.00 ((-1.26%)),2025-04-08 21:52:00
"2,349.50",21:51:43,-30.05 ((-1.26%)),2025-04-08 21:52:17
"2,349.50",21:51:43,-30.05 ((-1.26%)),2025-04-08 21:52:58
"2,339.60",08/04,-39.95 ((-1.68%)),2025-04-09 00:38:34
"2,324.22",12:14:19,-15.38 ((-0.66%)),2025-04-09 12:15:26
"2,324.22",12:14:19,-15.38 ((-0.66%)),2025-04-09 12:15:32
"2,324.22",12:14:19,-15.38 ((-0.66%)),2025-04-09 12:15:39
"2,324.22",12:14:19,-15.38 ((-0.66%)),2025-04-09 12:15:43
"2,324.22",12:14:19,-15.38 ((-0.66%)),2025-04-09 12:15:48
"2,324.22",12:14:19,-15.38 ((-0.66%)),2025-04-09 12:15:58
"2,324.22",12:14:19,-15.38 ((-0.66%)),2025-04-09 12:16:14
"2,322.15",12:16:03,-17.45 ((-0.75%)),2025-04-09 12:16:18
"2,321.00",12:15:31,-18.60 ((-0.80%)),2025-04-09 12:16:31
"2,321.00",12:15:31,-18.60 ((-0.80%)),2025-04-09 12:16:46
"2,321.00",12:15:31,-18.60 ((-0.80%)),2025-04-09 12:17:01
"2,317.87",12:17:36,-21.73 ((-0.93%)),2025-04-09 12:17:40
"2,339.60",08/04,-39.95 ((-1.68%)),2025-04-09 12:17:57
"2,321.35",12:16:47,-18.25 ((-0.78%)),2025-04-09 12:18:14
"2,319.15",12:18:48,-20.45 ((-0.87%)),2025-04-09 12:18:54
"2,318.85",12:19:31,-20.75 ((-0.89%)),2025-04-09 12:19:34
"2,319.15",12:18:48,-20.45 ((-0.87%)),2025-04-09 12:19:51
"2,319.15",12:18:48,-20.45 ((-0.87%)),2025-04-09 12:20:09
"2,319.15",12:18:48,-20.45 ((-0.87%)),2025-04-09 12:20:24
"2,319.45",12:19:59,-20.15 ((-0.86%)),2025-04-09 12:20:41
"2,319.45",12:19:59,-20.15 ((-0.86%)),2025-04-09 12:21:20
"2,319.45",12:19:59,-20.15 ((-0.86%)),2025-04-09 12:21:36
"2,319.00",12:20:59,-20.60 ((-0.88%)),2025-04-09 12:22:14
"2,319.00",12:20:59,-20.60 ((-0.88%)),2025-04-09 12:22:29
